302510/0099DKTEAM/2XL,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0099DKTEAM/2XS,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0099DKTEAM/3XL,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0099DKTEAM/L,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0099DKTEAM/M,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0099DKTEAM/S,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0099DKTEAM/XL,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0099DKTEAM/XS,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0296/2XL,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0296/2XS,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0296/3XL,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0296/L,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0296/M,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0296/S,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0296/XL,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0296/XS,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0308NLTEAM/2XL,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0308NLTEAM/2XS,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0308NLTEAM/3XL,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0308NLTEAM/L,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0308NLTEAM/M,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0308NLTEAM/S,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0308NLTEAM/XL,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0308NLTEAM/XS,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0455DKTEAM/2XL,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0455DKTEAM/2XS,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0455DKTEAM/3XL,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0455DKTEAM/L,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0455DKTEAM/M,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0455DKTEAM/S,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0455DKTEAM/XL,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
302510/0455DKTEAM/XS,"https://seizoroi.com/product_api/0999/0999_dk.htm",,
301677/0099/36,"https://seizoroi.com/product_api/0999_white.htm",,
301677/0099/37,"https://seizoroi.com/product_api/0999_white.htm",,
301677/0099/38,"https://seizoroi.com/product_api/0999_white.htm",,
301677/0099/39,"https://seizoroi.com/product_api/0999_white.htm",,
301677/0099/40,"https://seizoroi.com/product_api/0999_white.htm",,
301677/0099/41,"https://seizoroi.com/product_api/0999_white.htm",,
301677/0099/42,"https://seizoroi.com/product_api/0999_white.htm",,
301677/0099/43,"https://seizoroi.com/product_api/0999_white.htm",,
301677/0099/44,"https://seizoroi.com/product_api/0999_white.htm",,
301677/0099/45,"https://seizoroi.com/product_api/0999_white.htm",,
301677/0099/46,"https://seizoroi.com/product_api/0999_white.htm",,
301677/0099/47,"https://seizoroi.com/product_api/0999_white.htm",,
301677/0099/48,"https://seizoroi.com/product_api/0999_white.htm",,
301677/0099/49,"https://seizoroi.com/product_api/0999_white.htm",,
301677/01115/36,"https://seizoroi.com/product_api/0999_white.htm",,
301677/01115/37,"https://seizoroi.com/product_api/0999_white.htm",,
301677/01115/38,"https://seizoroi.com/product_api/0999_white.htm",,
301677/01115/39,"https://seizoroi.com/product_api/0999_white.htm",,
301677/01115/40,"https://seizoroi.com/product_api/0999_white.htm",,
301677/01115/41,"https://seizoroi.com/product_api/0999_white.htm",,
301677/01115/42,"https://seizoroi.com/product_api/0999_white.htm",,
301677/01115/43,"https://seizoroi.com/product_api/0999_white.htm",,
301677/01115/44,"https://seizoroi.com/product_api/0999_white.htm",,
301677/01115/45,"https://seizoroi.com/product_api/0999_white.htm",,
301677/01115/46,"https://seizoroi.com/product_api/0999_white.htm",,
301677/01115/47,"https://seizoroi.com/product_api/0999_white.htm",,
301677/01115/48,"https://seizoroi.com/product_api/0999_white.htm",,
301677/01115/49,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/28,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/29,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/30,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/31,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/32,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/33,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/34,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/35,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/36,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/37,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/38,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/39,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/40,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/41,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/42,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/43,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/44,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/45,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/46,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/47,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/48,"https://seizoroi.com/product_api/0999_white.htm",,
301677/96/49,"https://seizoroi.com/product_api/0999_white.htm",,
